stemId,stem,tf,df
4532,lhagces,22,15
4534,mbhi,22,14
4515,a'u'i,22,14
4517,yuta'i,22,3
4519,karne,22,16
4507,bdagkun,22,19
4506,pasma,22,20
4504,',22,17
4511,kakka,22,20
4509,karme,22,10
4508,satshu,22,20
4499,dagnam,22,20
4498,no'dir,22,18
4501,satka,22,16
4491,ghyana'o,22,1
4489,stezhes,22,21
4492,tarhi,22,7
4493,pa'osems,22,22
4482,pradznye,22,11
4486,kanytsa,22,12
4487,mapta,22,3
4484,kamaa,22,8
4485,tamma,22,4
4589,nishtha'i,22,9
4582,tsushma,22,13
4574,tsyam,22,8
4557,pr'ast'a,22,4
4554,gisems,22,21
4552,dzy'am,22,4
4550,ro'on,22,14
4546,aatti,22,10
4544,khe'u,22,14
4140,tantu,22,14
4159,brishti,22,12
4208,bhukte,22,7
4179,aub,22,8
4272,kalp'a,22,17
4233,khyoo,22,13
4246,nuka,22,7
4346,bakshya,22,8
4337,krisha,22,9
4298,tamba,22,14
4891,risht'am,22,4
4908,nishta,22,11
4910,ny'am,22,13
5079,rnyen,22,19
5107,y'ata'o,22,6
4608,ste',22,15
4681,nn'a,22,15
4690,nita,22,7
4692,nyang,22,20
4698,shangga,22,7
4719,dd'a,22,8
4746,sh'ung,22,9
4765,autstshi,22,13
4763,narti,22,6
4777,aeta'o,22,10
4827,thri,22,7
5431,rgang,22,21
5415,myad,22,18
5589,dhanya,22,9
5173,trishna,22,14
5310,shadha,22,11
5957,aatt'a,22,13
6126,krinta,22,16
5708,shashtsa,22,4
5866,rli,22,16
5808,nr'i,22,18
6574,phyil,22,11
1655,shtri,21,19
2750,b,21,19
3377,shashtha,21,12
3673,tsit,21,10
4072,ruta,21,11
3976,yukti,21,14
3925,tada,21,11
4398,brind'a,21,8
4379,dyee,21,14
4468,bandhi,21,16
4472,kasta,21,10
4474,malla,21,12
4422,rtti,21,15
4542,raka,21,10
4520,bista,21,13
4521,gva,21,17
4527,hendra,21,11
4512,gendra,21,13
4516,a'al,21,15
4490,lasha,21,7
4480,p'andu,21,11
4605,pr'am,21,7
4607,warti,21,16
4600,zhigci,21,13
4597,pusti,21,14
4596,kshm'i,21,15
4599,dag'khor,21,21
4598,shuddhonyham,21,11
4593,kumbham,21,7
4592,mchogma,21,18
4595,norang,21,17
4588,kaba,21,13
4585,dh'a'i'o,21,7
4587,cigkhyim,21,10
4583,tinti,21,11
4579,tsaksh'a,21,6
4575,wardha,21,12
4573,tsvi'i,21,8
4570,pispa,21,5
4566,dagrnal,21,17
4565,dagzla,21,20
4564,dant'i,21,11
4563,a'tma,21,12
4562,bardzi,21,5
4561,dzr'am,21,18
4560,sbre,21,14
4559,b'andhi,21,1
4553,dyuta,21,5
4549,tut,21,8
4545,kampi,21,14
4158,briddhi,21,10
4106,nma,21,11
4207,biksha,21,8
4163,k'irnna,21,4
4177,yant'a,21,9
4190,nvul,21,2
4254,stambhu,21,4
4332,prishtha,21,12
4868,kt'am,21,4
4933,dha'i'o,21,18
4970,ndo,21,14
5022,shanna,21,7
5002,sgrab,21,20
4612,marma,21,16
4615,gzhagmchod,21,16
4614,the'u,21,17
4611,tirya,21,18
4621,rbba,21,17
4620,badzdza,21,15
4623,toshyo,21,17
4617,gro'i'o,21,21
4618,bantu'o,21,1
4628,la'i'o,21,13
4629,yatstshantu,21,21
4630,ren,21,19
4626,d'ita,21,4
4636,mtha'i'o,21,12
4637,pappa,21,19
4632,mchogsna,21,20
4647,bdagbyang,21,18
4644,gasta,21,12
4641,shog'jig,21,17
4640,dagsna,21,20
4655,khri'ur,21,11
4653,pa'oma,21,20
4652,syandi,21,10
4650,kyu'i'o,21,10
4648,tyaktv'a,21,2
4662,mchog'gro,21,20
4663,shva'i,21,15
4661,padmo'o,21,13
4659,pasde,21,19
4657,daggo,21,21
4670,banydza,21,15
4671,dagsgrub,21,19
4668,bdagphyag,21,21
4664,phata,21,11
4693,ktin,21,7
4703,shtse,21,11
4717,bandham,21,13
4741,kriny,21,2
4756,r'ashtar,21,18
4797,tsinti,21,16
5438,kanth'a,21,16
5577,kyer,21,13
5544,rtseb,21,21
5277,ktri'o,21,8
6363,rja,21,21
6663,ldeb,21,13
6716,hn'i,21,6
6772,d'apa,21,6
3216,lota,20,5
4071,dika,20,17
4083,dh'ar,20,16
3965,latsa,20,7
3896,tvad,20,10
4475,aarta,20,13
4463,paksh'i,20,9
4432,sharba,20,13
4440,k'arti,20,13
4430,tsva,20,17
4426,wata,20,4
4505,aadza,20,8
4594,yutsa,20,6
4586,pusta,20,13
4568,w'ana,20,14
4109,a'urno,20,4
4196,dhat,20,4
4194,tvat,20,7
4183,yuka,20,4
4277,kashta,20,13
4348,y'ana,20,8
4345,baktra,20,11
4340,a'atman,20,8
4305,b'ashpa,20,6
4941,aundi,20,9
4995,rdzim,20,16
4609,tambu,20,16
4631,makshi,20,14
4646,syad,20,17
4665,aashtan,20,8
4673,drashtum,20,4
4672,langga,20,12
4675,shastram,20,8
4674,dagnye,20,17
4677,ksa,20,8
4676,m'atma,20,8
4679,mlee,20,7
4678,pattra,20,10
4680,tatp'a,20,3
4682,bhuta,20,6
4685,aubdza,20,7
4687,dagkha,20,17
4689,la'ode,20,17
4694,ri'u,20,12
4695,mchogmdzes,20,8
4702,by'ata,20,2
4707,budhya,20,9
4706,aor,20,7
4705,tsarmma,20,11
4704,gogang,20,17
4710,klar,20,16
4708,aee'o,20,14
4715,lo'i'o,20,15
4714,brikshe,20,8
4718,ksh'ita,20,5
4726,shabd'a,20,11
4727,mchogrgyal,20,19
4725,tsunda'i,20,9
4731,dagmed,20,16
4728,pastha,20,16
4729,rodon,20,16
4734,daglegs,20,16
4733,bazhes,20,19
4750,shigrdo,20,17
4751,spyur,20,6
4745,'di'i'o,20,18
4743,ghutta,20,10
4739,pa'u,20,10
4764,thlhim,20,11
4767,dangmi,20,18
4766,phyirzhes,20,18
4761,dagme,20,17
4760,ks'a,20,2
4762,h'atma,20,2
4757,bardhi,20,10
4758,mchognyi,20,20
4753,bdagbyin,20,18
4752,dagrigs,20,19
4783,manthi,20,8
4778,shigtshul,20,10
4772,dzr'a,20,17
4773,rtsid,20,16
4768,tstshindha,20,12
4769,p'atma,20,3
4796,bimpa,20,11
4795,kvansu,20,4
4794,lambo,20,15
4792,pem,20,9
4790,shigdngos,20,17
4788,kita'o,20,8
4787,rnyar,20,4
4829,t'e,20,16
4845,sh'i'o,20,10
4856,dishtam,20,7
4852,shanytsi,20,11
5514,aatte,20,12
5166,brashtsu,20,9
5273,mrisha,20,10
6002,kaddha,20,13
5690,sgyar,20,19
6167,tral,20,8
7014,'im,20,14
7842,cheg,20,14
3344,kyapa,19,5
3819,syat,19,7
3953,srishta,19,10
3959,sakt'a,19,4
3881,brishta,19,8
4407,tarka,19,15
4393,svarga,19,10
4383,aikshu,19,10
4467,p'urbbam,19,4
4436,d'akshi,19,9
4526,y'asta,19,12
4496,mm'a,19,10
4503,bhanydzi,19,12
4606,auddha,19,15
4590,aartsa,19,12
4547,samanta,19,12
4274,sadzdza,19,7
4244,x,19,8
4293,prastha,19,11
4886,dagskad,19,19
4885,dh'u'i,19,10
4880,pa'orang,19,19
4881,gzhagaom,19,12
4893,mandalam,19,11
4890,kroshta,19,7
4888,sosems,19,18
4869,dushti,19,9
4867,kyin,19,16
4866,dhr'u'i,19,1
4864,a'awa'o,19,3
4878,pushti,19,18
4875,'grode,19,16
4874,gambhi,19,17
4873,rts'a,19,17
4872,danbhu,19,9
4916,lata'o,19,8
4918,tm'a,19,9
4919,tsikshi,19,4
4912,aanti'o,19,5
4915,dharmande,19,1
4924,karshi,19,10
4927,sambu,19,8
4922,shogshes,19,18
4901,mdogrdo,19,15
4900,pasm'a,19,17
4903,dznyam,19,12
4902,ree'i,19,13
4897,dgezhes,19,19
4896,k'aryam,19,17
4898,gzhagrdo,19,14
4909,wantoo,19,4
4905,gibdag,19,17
4907,garda,19,12
4906,ksh'ante,19,4
4931,aasti'i,19,6
4929,dozhes,19,19
4928,sthoo,19,6
4934,togang,19,19
4932,ninsi,19,1
4938,regde,19,16
4937,rdur,19,18
4936,mutpa,19,13
4977,bhuktam,19,8
4963,audga,19,15
4972,shvakka,19,6
4997,rkad,19,19
5049,dhaka'o,19,7
5037,dhv'am,19,13
5030,thel,19,16
5024,n'artha,19,7
5085,patli,19,8
4622,katsa,19,9
4619,kalba,19,10
4624,bhasma,19,14
4634,yet,19,4
4635,l'ing,19,9
4667,saddharmma,19,4
4683,p'ing,19,9
4684,tseshta,19,10
4701,parpa,19,13
4711,nando,19,7
4712,nsa,19,10
4722,aoornu,19,1
4730,rtsil,19,19
4740,aaps'a,19,1
4759,phut,19,12
4774,bradza,19,7
4775,bhakty'a,19,2
4799,goyang,19,18
4793,autka,19,14
4791,rak,19,12
4785,basta,19,12
4808,parni'o,19,5
4810,ssarba,19,13
4811,cigso,19,12
4812,ktva'i,19,4
4813,shigchos,19,15
4814,bya'odge,19,15
4800,tsandra'i,19,16
4801,kilbi,19,7
4803,ranytsa,19,13
4804,bett'a,19,12
4807,aoornnu,19,1
4824,cigrigs,19,13
4826,kazhes,19,17
4831,mtshe'u'i,19,14
4830,cigslob,19,19
4816,yoshtsa,19,9
4819,dagthos,19,9
4818,sbyil,19,16
4820,spre'us,19,16
4823,mchogmi,19,18
4822,nirgatstsha,19,1
4842,dagshin,19,16
4840,gardha,19,14
4841,linga'o,19,6
4846,mchogston,19,19
4834,shogrgyal,19,14
4835,autth'a,19,10
4832,sm'i,19,12
4833,mre,19,13
4838,tsamba,19,13
4839,matstsha,19,14
4836,rotta,19,14
4837,shogphyogs,19,15
4858,bo'i'o,19,18
4863,yatra,19,7
4862,sindh'u,19,12
4861,bya'ogal,19,18
4851,sparshe,19,8
4850,mchoggsung,19,18
4848,dagnyin,19,8
4855,mchogsa,19,19
4854,aaks'a,19,1
4853,khre'u,19,18
5573,n'atma,19,10
5229,tishthanti,19,6
5226,ljib,19,10
5137,tyi,19,11
5347,pe',19,19
5361,kshan,19,10
5360,aoot,19,8
5988,spu',19,19
5928,mrid,19,10
6070,gyar,19,18
5745,th'u,19,8
5887,gyer,19,19
5786,tsinda,19,14
6633,jan,19,17
6173,rne,19,17
6228,n'o,19,16
3742,r'at,18,6
4003,shr'anta,18,3
4449,kasa,18,12
4424,tstshinna,18,9
4538,nuta,18,12
4518,sishta,18,7
4604,rtta,18,15
4602,bashti,18,12
4591,pr'apt'a,18,4
4580,aanydzi,18,11
4273,kr'ant'a,18,8
4224,yasmin,18,6
4321,biddha,18,12
4349,m'ardza,18,7
4291,nashta,18,6
4884,aambha,18,17
4883,dvisha,18,8
4895,yushmata,18,8
4889,kasma,18,15
4871,kandu,18,8
4914,bhna,18,6
4926,barda,18,14
4904,a'ana,18,4
4946,'dugkhyod,18,18
4947,banto,18,13
4944,gardzi,18,9
4945,lter,18,15
4950,stanbhu,18,5
4949,minde,18,15
4954,roci,18,16
4955,shigyi,18,7
4958,tsh'i,18,10
4959,'dugde'i,18,4
4957,shigmdo,18,3
4943,'jugsems,18,14
4976,dzagma,18,7
4978,shigci,18,17
4981,dz'a'o,18,14
4982,bangga,18,10
4983,sukshme,18,9
4984,sundha,18,17
4985,aasmin,18,12
4986,taddhi,18,4
4988,mutp'a,18,12
4989,ghanhas,18,1
4990,ksh'im,18,14
4991,dzakkha,18,18
4960,d'uryas,18,14
4967,buk,18,6
4966,rtse'u,18,10
4969,dagnges,18,15
4968,styee,18,16
4971,sanda,18,12
4973,ghutti,18,10
4975,dzanna,18,3
4974,tsandha,18,12
5017,bdagrang,18,18
5016,durdza,18,5
5014,bante,18,13
5012,batra,18,8
5009,dag'byung,18,16
5008,po'ode,18,18
5006,cigde'i,18,18
5003,yanya'o,18,7
5001,batstsa,18,7
4998,kuka,18,5
4999,bya'ordo,18,16
4992,pa'osangs,18,18
5053,cig'khor,18,14
5052,ktsi,18,12
5054,mchogtshig,18,15
5048,mdogphyag,18,11
5050,shigstong,18,17
5044,shigrnam,18,13
5046,pa'obcom,18,11
5041,nydzi,18,13
5040,nypa,18,7
5036,la'os,18,2
5038,bandha'i,18,13
5039,shigkho,18,13
5032,nirdo,18,15
5033,bigha,18,17
5034,auda,18,12
5035,'gagskye,18,8
5028,cigthams,18,17
5031,mchoggnyis,18,16
5025,droo,18,7
5026,kalpam,18,9
5027,regces,18,12
5083,dagrim,18,17
5084,ghandha,18,13
5074,shigsangs,18,17
5078,aadzny'a,18,16
5077,dzny'anta,18,17
5067,aartti,18,6
5064,tezhes,18,16
5065,'jug'dul,18,10
5071,bhirbha,18,3
5068,soma,18,16
5069,sh'asti,18,9
5056,ramba,18,10
5057,dagrdzogs,18,17
5062,turm'a,18,7
5063,mardza,18,14
5115,natta,18,9
5114,wad,18,11
5117,rtsel,18,16
5105,raktam,18,15
5102,wun,18,4
5088,dagyod,18,17
5090,tsitta'i,18,10
5092,rdzi',18,9
4638,bandho,18,6
4697,masdzi,18,5
4699,aartstsa,18,7
4713,taka,18,10
4716,m'arge,18,7
4724,dvya,18,6
4736,barnn'a,18,7
4809,dikshu,18,6
4802,tasminna,18,4
4806,padh'a,18,6
4825,dambha,18,6
4857,pushpi,18,11
5407,panta,18,16
5398,drishtam,18,6
5390,krita'i,18,2
5611,stsang,18,10
5536,zhid,18,16
5539,hne,18,7
5534,dv'an,18,7
5216,nartta,18,7
5238,khrar,18,18
5232,nanytsa,18,10
5187,rashta,18,16
5160,tatka,18,7
5155,yantri,18,8
5176,sbring,18,11
5132,tastha,18,8
5121,rbri,18,4
5120,shvata,18,8
5125,rita'i,18,7
5369,band'a,18,12
5368,dzh'i,18,6
5332,sridza,18,5
5342,kambi,18,12
5288,rhi,18,10
5295,tatstsha,18,5
5302,rtham,18,13
5257,rksha,18,11
5259,nazhes,18,16
5268,mand'u,18,9
5954,nvanti,18,5
6012,brung,18,15
5948,kashm'i,18,7
5699,tsana,18,10
5651,sh'ata,18,8
5688,thana'o,18,3
5816,rdud,18,6
6537,drel,18,16
6470,kuntha,18,13
7341,tl'i,18,3
10805,lngag,18,18
3573,bargga,17,7
3443,shvar,17,16
3810,sadya,17,13
3816,aiya,17,4
3821,kul,17,17
3604,sipa,17,7
3956,nipa,17,5
4411,tsasha,17,6
4392,k'irsha,17,7
4420,aoshtha,17,10
4571,m'urdha,17,15
4555,pradznya,17,16
4263,baha,17,9
4317,s'ata,17,12
4865,shuddham,17,7
4876,tring,17,10
4951,bh'anda,17,14
4956,tapt'a,17,5
4939,pakshe,17,11
4980,surya,17,12
5023,pr'u,17,7
5015,tsakram,17,9
5051,sidhi,17,16
5045,briddh'a,17,7
5047,pitstsha,17,14
5082,r'ana,17,10
5081,karman,17,7
5087,dartha,17,5
5086,mandra,17,13
5072,kshing,17,6
5060,kh'a'o,17,16
5113,lakta,17,9
5116,thagde,17,15
5118,shugme,17,2
5111,yama'o,17,7
5096,guptim,17,9
5097,bdagyid,17,17
5098,nasde,17,17
5100,ste'ur,17,7
5101,nyata,17,4
5093,bhasha,17,5
5094,shabod,17,17
5095,bhalla,17,12
4656,manth'a,17,10
4723,shvanydza,17,7
4732,ratsa,17,4
4748,dzamb'u,17,9
4747,tasthu,17,4
4784,h'an,17,12
4815,dhunya,17,6
4859,tv'ad,17,7
5500,sreng,17,16
5484,rdzir,17,16
5444,nante,17,11
5421,beta,17,8
5403,sh'i'i,17,10
5380,kamsa,17,9
5541,shirsha'i,17,13
5520,ty'ata,17,2
5505,aarni,17,2
5231,r'i'i'o,17,8
5228,tsuksha,17,6
5227,khrib,17,4
5225,mchogbla,17,14
5222,aardzi,17,8
5221,gzhagde'i,17,11
5219,kshvi,17,11
5217,gazhes,17,10
5246,shigkun,17,10
5244,mchogshin,17,16
5242,minzhes,17,16
5241,mchogbyang,17,16
5239,toyang,17,16
5236,mastri,17,4
5234,ngab,17,13
5235,shogma,17,17
5233,nyaham,17,14
5197,'jogces,17,16
5196,cigrang,17,16
5199,tikshi,17,3
5198,bhardza,17,4
5192,m'urtta,17,11
5188,sv'h'a,17,11
5185,bya'oji,17,16
5184,toda,17,16
5186,shakno,17,8
5212,hyee,17,11
5213,smram,17,13
5215,gh'urna,17,7
5208,nanty'a,17,2
5210,harmya,17,3
5211,nimpa,17,3
5205,briksham,17,7
5207,barte,17,11
5200,lazhes,17,16
5202,kakkola,17,10
5161,shigsman,17,6
5164,sodes,17,14
5153,cigye,17,16
5159,r',17,2
5157,nishka,17,13
5156,shth'i,17,10
5179,gcigbdag,17,16
5177,y'atma,17,7
5182,shak,17,15
5183,mchogsreg,17,16
5181,cigci,17,17
5171,sgra'i'o,17,12
5174,le'us,17,9
5175,trer,17,15
5172,tast'a,17,5
5129,raka'o,17,9
5128,dvagas,17,3
5133,rordo,17,15
5135,brtaggang,17,15
5123,shig'phags,17,7
5122,cigbsam,17,17
5126,dagsngon,17,17
5145,thyam,17,9
5147,sanne,17,7
5148,nishp'a,17,5
5149,kinytsa,17,9
5140,b'arshi,17,6
5141,rgyu'i'o,17,11
5142,ba'o'di,17,14
5283,lngan,17,17
5248,nishth'a'o,17,5
5250,hmi,17,6
5251,'jug'di,17,17
5252,m'inya,17,5
5254,cigrtag,17,14
5258,cig'byung,17,15
5262,nornam,17,17
5267,drug'phags,17,1
5266,kshata,17,4
5269,pode,17,17
5271,pa'oshes,17,17
5270,karba,17,10
5275,rakshe,17,9
6105,nthi,17,8
5645,skra',17,15
5679,gande,17,15
5886,kashtha,17,10
6583,ta'i'o,17,14
6423,nyoo,17,8
6365,satkri,17,4
6183,sprig,17,9
7120,dv'am,17,13
7676,bhandi,17,11
7617,sana'i,17,6
7221,srib,17,13
7973,sgru,17,17
8841,hig,17,8
1485,yel,16,12
2878,wo,16,11
3514,konya,16,14
3415,hana,16,10
3766,mut,16,6
3970,gup,16,7
3979,driksha,16,9
4132,shyanya,16,6
4351,snigdha,16,6
4894,bant'i,16,10
4979,rthe,16,11
4987,g'arg'i,16,4
4965,hante,16,8
5019,rundh'a,16,3
5018,gulma,16,11
5013,priksha,16,8
5010,manytsa,16,13
5004,shanda,16,8
5029,k'ata,16,6
5076,tastu,16,5
5070,p'ad,16,11
5059,shalma,16,9
5112,tsakshe,16,7
5103,auksha,16,11
4633,bh'ur,16,6
4645,kritta,16,9
4696,khy'anya,16,4
4742,yaska,16,9
4781,warsha,16,7
4776,purba,16,9
4770,balli,16,8
4789,shisha,16,8
4828,r'adzny'a,16,12
4847,santu,16,13
5461,dhata,16,6
5436,rth'a,16,13
5424,logde,16,14
5426,rde'u'i,16,6
5428,pa'okun,16,15
5430,siddhyantu,16,14
5419,mchogkun,16,16
5423,cigphyi,16,15
5409,gardo,16,16
5412,linggar,16,11
5414,dagbya,16,15
5402,byedde,16,16
5401,damshtra,16,15
5406,kumbh'i,16,10
5399,dagthob,16,13
5397,mchoggrub,16,16
5386,ndhe,16,14
5385,ktv'a'i,16,7
5391,dag'thad,16,6
5389,cignyon,16,10
5388,gzhug'di,16,11
5379,darba,16,11
5378,cignad,16,13
5377,na'ode,16,15
5376,daggzugs,16,15
5383,ma'ode,16,14
5382,gcigdge,16,6
5381,bhandhar,16,3
5620,l'ata,16,5
5631,rka',16,9
5608,rlad,16,4
5609,h'ata,16,6
5555,phataom,16,2
5547,rbe,16,15
5529,r'e,16,13
5218,puk,16,2
5191,tunna,16,6
5190,dree,16,15
5214,murti,16,14
5163,dando,16,15
5150,aadha,16,9
5151,tikta,16,9
5136,k'antam,16,5
5139,t'artha,16,7
5143,martya,16,5
5350,spi,16,9
5348,nirbh'a,16,6
5349,k'irti'i,16,10
5346,dhy'atma,16,4
5344,medces,16,16
5359,tsintye,16,3
5355,ghasmar'i,16,3
5352,shoglus,16,10
5353,mde'u'i,16,11
5367,mdogpadma,16,10
5363,cigrab,16,15
5374,dagbcom,16,11
5373,nyidces,16,15
5372,dhyardha,16,1
5371,dagbyed,16,10
5370,gangg'as,16,5
5318,cigdon,16,15
5319,ryee,16,12
5314,sh'anytsa,16,14
5315,shogmi,16,16
5324,nanga'o,16,8
5321,ba'oyang,16,16
5322,turshu,16,9
5334,noda,16,15
5329,kying,16,16
5331,mardzi,16,9
5343,b'adzdzi,16,9
5337,bh'u'o,16,12
5336,nirbbi,16,2
5339,aenga,16,1
5338,bast'a,16,7
5282,dagbstan,16,16
5280,'jugrnam,16,16
5281,titti,16,11
5286,g'ata,16,7
5287,pa'odon,16,16
5284,bh'i'i,16,8
5285,m'anydza,16,13
5289,dede,16,16
5292,mra'i'o,16,16
5293,tsuska,16,1
5297,rakshas,16,9
5303,lyap,16,4
5300,bart'i,16,13
5307,aushm'a,16,8
5306,mdogde,16,14
5311,gupta'i,16,11
5309,dhrikaom,16,3
5308,sdeng,16,7
5256,dhara,16,13
5260,bart'a,16,14
5261,t'irtha,16,9
5279,phee,16,13
5278,m'akshi,16,9
5972,rutta,16,11
6001,kandi,16,14
5918,yeg,16,12
6133,rtsa',16,15
6121,zhu',16,10
5702,nakshi,16,7
5719,rtse',16,16
5754,mra',16,11
5641,glum,16,12
5635,bhatt'a,16,16
5634,panthi,16,7
5674,kvan,16,9
5834,strinya,16,5
5864,beng,16,13
5770,p'anta,16,6
5779,sgrul,16,16
5784,ratta,16,14
6443,shante,16,14
6461,shthe,16,12
6474,ntha,16,12
6282,sding,16,15
6364,zla',16,13
6670,sdza,16,8
6768,shadga,16,4
7663,hab,16,12
8189,buna'o,16,6
7969,snyab,16,15
8511,shana,16,14
1287,yer,15,12
2124,yen,15,14
3212,bhat,15,5
3458,tup,15,3
3440,shtom,15,8
4387,pl'a,15,7
4465,sanydza,15,11
4453,sarpi,15,4
4198,bh'ut,15,4
4218,t'asma,15,7
4186,pr'apti,15,5
4870,ktha,15,6
4879,dhishta,15,9
4923,darbha,15,10
4952,s'arba,15,7
4953,sutsa,15,1
5011,khasha,15,2
5007,shakta,15,8
5000,pyu,15,7
4994,tsts'a,15,9
5099,sh'asta,15,11
5089,garba,15,14
4735,supta,15,4
4817,yastu,15,6
5501,ye'us,15,4
5502,ruka,15,8
5496,zhig'di,15,12
5499,bodha,15,11
5494,aagha,15,10
5495,dagkhyod,15,15
5488,bdaggang,15,12
5490,pa'obdag,15,15
5485,sdigkhams,15,15
5487,pashts'a,15,4
5481,gciggzugs,15,8
5483,cigbde,15,15
5482,a'urdha,15,10
5479,khoo,15,11
5478,tr'un,15,9
5473,gimtshan,15,15
5470,migde,15,14
5471,pa'orab,15,10
5468,shogrin,15,10
5469,hinggu,15,5
5466,stre,15,11
5467,sochos,15,15
5465,h'as,15,14
5463,sobcom,15,10
5458,aarthi,15,5
5459,sh'inytsa,15,5
5456,hala,15,7
5455,tatk'a,15,6
5454,gimi,15,14
5453,dagsdug,15,13
5452,lhagdga',15,14
5440,badra,15,13
5433,d'urya'am,15,9
5434,zhigbdag,15,12
5435,sanytso,15,12
5437,aoo'i,15,9
5425,bhangga,15,12
5427,d'ata,15,7
5420,b'arya,15,3
5404,sroo,15,7
5405,sarge,15,6
5393,yanna,15,7
5387,auttishtha,15,11
5623,mukta'i,15,12
5617,tshin,15,14
5618,tattu,15,3
5629,bartt'i,15,5
5628,k'e,15,15
5630,margat,15,11
5625,drugrnam,15,14
5624,girgyu,15,14
5627,sozhes,15,15
5626,sh'ish,15,3
5605,t'aksha,15,12
5606,sardzdza,15,8
5602,bdagsems,15,15
5603,dagdbang,15,14
5613,bdag'di,15,11
5614,cigtshangs,15,11
5591,nyidde,15,15
5586,zhigrnam,15,15
5584,yisht,15,1
5598,aanta'i,15,6
5596,pa'a,15,13
5595,tsak'a,15,4
5594,kshli,15,7
5593,rbhu,15,14
5592,cigyon,15,13
5574,gzhuglha,15,13
5575,a'amra,15,3
5572,sarb'am,15,12
5570,dagye,15,13
5569,d'apa'o,15,4
5582,mantr'a,15,11
5583,nigang,15,15
5580,dagsnying,15,13
5581,srba,15,11
5578,drisha,15,5
5576,dagyid,15,15
5553,mchogbden,15,13
5552,kh'adzdza,15,10
5557,my'am,15,9
5556,zhigkhyod,15,15
5559,tobcom,15,12
5558,cigbu,15,8
5561,dagphyi,15,15
5563,srogde,15,15
5562,rishta'i,15,5
5567,shil,15,14
5537,mchoggzhan,15,15
5538,sitsar,15,1
5540,tita,15,8
5543,daglus,15,13
5545,ratno,15,9
5546,basty'am,15,2
5548,sarb'artha,15,13
5549,aama'o,15,6
5551,autsh'a,15,11
5522,narte,15,9
5521,barne,15,11
5527,aind'am,15,2
5526,phe'u,15,8
5525,gangde,15,15
5524,nirde,15,6
5531,bya'ochos,15,13
5528,dogal,15,13
5535,romi,15,14
5533,shigrab,15,13
5532,dharmi,15,9
5506,radha,15,6
5507,kimpa,15,9
5504,ty'u,15,8
5511,aindre,15,7
5512,tsakshur,15,13
5513,tordo,15,13
5519,daggsal,15,13
5516,tatsa'i,15,1
5517,sy'atpra,15,2
5230,aurba,15,9
5224,kurbba,15,6
5223,tishya,15,8
5220,d'urba,15,7
5240,nishpa,15,10
5193,katstshu,15,13
5201,dhyoo,15,5
5170,gandharba,15,13
5169,gata,15,10
5124,aarkka,15,11
5127,s'an,15,8
5358,pr'aptam,15,4
5354,karn'a,15,10
5366,bhaktam,15,7
5362,bhuksha,15,10
5375,kshn'a,15,9
5313,bashta,15,11
5333,aats,15,3
5328,budh'a,15,13
5340,hm'a,15,13
5290,sh'aky'a,15,2
5304,skandir,15,6
5255,tyaksha,15,6
5272,barha,15,8
5274,aamla,15,7
5276,s'ung,15,5
6006,phin,15,13
5945,tonti,15,2
6080,damshtr'a,15,11
6084,shnam,15,5
6134,thoo,15,5
5696,her,15,8
5713,ndri,15,9
5756,lakshm'i'i,15,2
5744,sh'ana,15,11
5644,'jigde,15,15
5647,kalpo,15,9
5646,rva'am,15,13
5643,poorna,15,6
5637,ksh'ishta,15,2
5636,rigsnang,15,12
5638,zhigrang,15,14
5633,shvadtha'i,15,13
5632,'dzagde,15,10
5663,dasa'i,15,5
5682,l'an,15,11
5827,aind'a,15,6
5829,todbha,15,11
5859,kyu',15,14
5781,barni,15,8
6639,kashma,15,9
6448,yi',15,10
6403,pring,15,3
6331,pindi,15,11
6197,tr'ata,15,7
6163,tashthi,15,14
6219,phrel,15,12
6792,riksha,15,12
6854,sh'at,15,6
6901,muta,15,11
6686,phyig,15,10
7589,dhakka,15,11
7404,shm'a,15,10
7335,spe,15,15
7228,n'arthi,15,3
8154,kashu,15,11
7945,'un,15,10
7916,hung,15,13
7833,shatsa,15,8
7856,nda'i,15,12
8936,thata'o,15,4
9210,brishtsi,15,12
8471,glu',15,7
10437,shatta,15,11
2975,sh'astu,14,3
3023,p'ur,14,12
2833,prishta,14,6
3173,dzhee,14,10
4363,wat,14,8
4479,tyada,14,7
4899,tvar,14,9
4940,s'ukta,14,4
5021,marta,14,11
4993,drika,14,4
5119,pann'a,14,10
5108,manydzi,14,12
4616,gantu,14,5
4669,kk'a,14,7
4744,yak,14,5
5503,rtstsa,14,8
5491,dharmmo,14,4
5462,syante,14,9
5449,tsyung,14,5
5447,d'ipt'a,14,9
5446,aasth'i,14,7
5443,aunna,14,8
5416,aitnu,14,9
5418,koshtha,14,10
5408,ssu,14,10
5600,bishtam,14,6
5610,t'ant'a,14,10
5590,lv'a,14,8
5568,drishto,14,3
5579,nand'a,14,9
5554,kambu,14,8
5566,tantr'i,14,6
5523,aup,14,7
5530,lupta,14,8
5245,danytsa,14,12
5203,yudza,14,5
5167,galbha,14,8
5158,basti,14,10
5131,khanydza,14,6
5345,bhagna,14,3
5364,b'urba,14,11
5317,aany,14,2
5312,t'apa,14,2
5327,gdha,14,5
5330,dvo,14,7
5253,yy'a,14,6
5263,kranta,14,12
5980,shalla,14,8
5973,bhukshi,14,9
5960,mund'a,14,7
5959,khyi',14,14
